Time,instagram
2022-01-01,97.0
2022-01-02,90.0
2022-01-03,85.0
2022-01-04,98.0
2022-01-05,87.0
2022-01-06,73.0
2022-01-07,86.0
2022-01-08,90.0
2022-01-09,90.0
2022-01-10,81.0
2022-01-11,86.0
2022-01-12,85.0
2022-01-13,94.0
2022-01-14,69.0
2022-01-15,87.0
2022-01-16,76.0
2022-01-17,79.0
2022-01-18,73.0
2022-01-19,75.0
2022-01-20,77.0
2022-01-21,76.0
2022-01-22,85.0
2022-01-23,84.0
2022-01-24,98.0
2022-01-25,73.0
2022-01-26,74.0
2022-01-27,74.0
2022-01-28,83.0
2022-01-29,89.0
2022-01-30,87.0
2022-01-31,84.0
2022-02-01,87.0
2022-02-02,80.0
2022-02-03,81.0
2022-02-04,81.0
2022-02-05,88.0
2022-02-06,86.0
2022-02-07,82.0
2022-02-08,87.0
2022-02-09,86.0
2022-02-10,72.0
2022-02-11,85.0
2022-02-12,90.0
2022-02-13,87.0
2022-02-14,91.0
2022-02-15,95.0
2022-02-16,89.0
2022-02-17,93.0
2022-02-18,91.0
2022-02-19,90.0
2022-02-20,92.0
2022-02-21,87.0
2022-02-22,88.0
2022-02-23,90.0
2022-02-24,84.0
2022-02-25,82.0
2022-02-26,90.0
2022-02-27,89.0
2022-02-28,85.0
2022-03-01,82.0
2022-03-02,78.0
2022-03-03,83.0
2022-03-04,82.0
2022-03-05,85.0
2022-03-06,85.0
2022-03-07,86.0
2022-03-08,80.0
2022-03-09,85.0
2022-03-10,79.0
2022-03-11,76.0
2022-03-12,82.0
2022-03-13,82.0
2022-03-14,81.0
2022-03-15,83.0
2022-03-16,82.0
2022-03-17,82.0
2022-03-18,82.0
2022-03-19,82.0
2022-03-20,84.0
2022-03-21,80.0
2022-03-22,78.0
2022-03-23,80.0
2022-03-24,78.0
2022-03-25,77.0
2022-03-26,88.0
2022-03-27,88.0
2022-03-28,78.0
2022-03-29,89.0
2022-03-30,79.0
2022-03-31,79.0
2022-04-01,79.0
2022-04-02,83.0
2022-04-03,84.0
2022-04-04,81.0
2022-04-05,78.0
2022-04-06,81.0
2022-04-07,79.0
2022-04-08,78.0
2022-04-09,86.0
2022-04-10,88.0
2022-04-11,87.0
2022-04-12,84.0
2022-04-13,81.0
2022-04-14,92.0
2022-04-15,86.0
2022-04-16,84.0
2022-04-17,86.0
2022-04-18,85.0
2022-04-19,79.0
2022-04-20,81.0
2022-04-21,82.0
2022-04-22,78.0
2022-04-23,83.0
2022-04-24,89.0
2022-04-25,89.0
2022-04-26,79.0
2022-04-27,85.0
2022-04-28,81.0
2022-04-29,79.0
2022-04-30,81.0
2022-05-01,89.0
2022-05-02,83.0
2022-05-03,80.0
2022-05-04,82.0
2022-05-05,80.0
2022-05-06,81.0
2022-05-07,88.0
2022-05-08,90.0
2022-05-09,85.0
2022-05-10,82.0
2022-05-11,89.0
2022-05-12,86.0
2022-05-13,79.0
2022-05-14,90.0
2022-05-15,90.0
2022-05-16,86.0
2022-05-17,83.0
2022-05-18,80.0
2022-05-19,81.0
2022-05-20,80.0
2022-05-21,87.0
2022-05-22,88.0
2022-05-23,83.0
2022-05-24,88.0
2022-05-25,89.0
2022-05-26,100.0
2022-05-27,82.0
2022-05-28,84.0
2022-05-29,93.0
2022-05-30,91.0
2022-05-31,86.0
2022-06-01,83.0
2022-06-02,82.0
2022-06-03,82.0
2022-06-04,87.0
2022-06-05,88.0
2022-06-06,85.0
2022-06-07,85.0
2022-06-08,82.0
2022-06-09,80.0
2022-06-10,86.0
2022-06-11,82.0
2022-06-12,85.0
2022-06-13,84.0
2022-06-14,84.0
2022-06-15,91.0
2022-06-16,84.0
2022-06-17,84.0
2022-06-18,83.0
2022-06-19,87.0
2022-06-20,84.0
2022-06-21,84.0
2022-06-22,84.0
2022-06-23,85.0
2022-06-24,83.0
2022-06-25,85.0
2022-06-26,90.0
2022-06-27,90.0
2022-06-28,89.0
2022-06-29,94.0
2022-06-30,87.0
2022-07-01,88.0
2022-07-02,81.0
2022-07-03,82.0
2022-07-04,91.0
2022-07-05,89.0
2022-07-06,89.0
2022-07-07,83.0
2022-07-08,86.0
2022-07-09,82.0
2022-07-10,88.0
2022-07-11,83.0
2022-07-12,83.0
2022-07-13,81.0
2022-07-14,93.0
2022-07-15,85.0
2022-07-16,84.0
2022-07-17,87.0
2022-07-18,85.0
2022-07-19,85.0
2022-07-20,83.0
2022-07-21,80.0
2022-07-22,85.0
2022-07-23,82.0
2022-07-24,86.0
2022-07-25,87.0
2022-07-26,86.0
2022-07-27,83.0
2022-07-28,87.0
2022-07-29,87.0
2022-07-30,79.0
2022-07-31,86.0
2022-08-01,84.0
2022-08-02,85.0
2022-08-03,83.0
2022-08-04,79.0
2022-08-05,82.0
2022-08-06,78.0
2022-08-07,87.0
2022-08-08,81.0
2022-08-09,87.0
2022-08-10,84.0
2022-08-11,94.0
2022-08-12,88.0
2022-08-13,83.0
2022-08-14,84.0
2022-08-15,84.0
2022-08-16,84.0
2022-08-17,81.0
2022-08-18,83.0
2022-08-19,79.0
2022-08-20,78.0
2022-08-21,86.0
2022-08-22,80.0
2022-08-23,80.0
2022-08-24,79.0
2022-08-25,83.0
2022-08-26,79.0
2022-08-27,82.0
2022-08-28,83.0
2022-08-29,79.82978723404256
2022-08-30,79.82978723404256
2022-08-31,79.32978723404256
2022-09-01,78.0
2022-09-02,77.5
2022-09-03,78.0
2022-09-04,81.15957446808511
2022-09-05,81.65957446808511
2022-09-06,79.32978723404256
2022-09-07,78.0
2022-09-08,78.0
2022-09-09,76.67021276595744
2022-09-10,78.0
2022-09-11,81.65957446808511
2022-09-12,79.32978723404256
2022-09-13,82.98936170212767
2022-09-14,79.82978723404256
2022-09-15,76.67021276595744
2022-09-16,74.34042553191489
2022-09-17,75.34042553191489
2022-09-18,78.0
2022-09-19,76.67021276595744
2022-09-20,78.0
2022-09-21,74.84042553191489
2022-09-22,78.0
2022-09-23,71.18085106382979
2022-09-24,76.17021276595744
2022-09-25,79.82978723404256
2022-09-26,76.17021276595744
2022-09-27,72.51063829787235
2022-09-28,74.68085106382979
2022-09-29,86.29787234042554
2022-09-30,89.61702127659575
2022-10-01,94.59574468085107
2022-10-02,99.57446808510639
2022-10-03,86.29787234042554
2022-10-04,96.25531914893618
2022-10-05,96.25531914893618
2022-10-06,92.93617021276597
2022-10-07,76.3404255319149
2022-10-08,74.68085106382979
2022-10-09,79.65957446808511
2022-10-10,76.3404255319149
2022-10-11,74.68085106382979
2022-10-12,74.68085106382979
2022-10-13,73.0212765957447
2022-10-14,73.0212765957447
2022-10-15,69.70212765957447
2022-10-16,74.68085106382979
2022-10-17,71.36170212765958
2022-10-18,73.0212765957447
2022-10-19,71.36170212765958
2022-10-20,71.36170212765958
2022-10-21,71.36170212765958
2022-10-22,73.0212765957447
2022-10-23,82.97872340425533
2022-10-24,69.70212765957447
2022-10-25,76.3404255319149
2022-10-26,73.0212765957447
2022-10-27,73.0212765957447
2022-10-28,71.36170212765958
2022-10-29,71.36170212765958
2022-10-30,82.97872340425533
2022-10-31,121.14893617021278
2022-11-01,84.63829787234043
2022-11-02,78.00000000000001
2022-11-03,73.0212765957447
2022-11-04,73.0212765957447
2022-11-05,76.3404255319149
2022-11-06,74.68085106382979
2022-11-07,73.0212765957447
2022-11-08,73.0212765957447
2022-11-09,68.04255319148938
2022-11-10,71.36170212765958
2022-11-11,73.0212765957447
2022-11-12,69.70212765957447
2022-11-13,74.68085106382979
2022-11-14,71.36170212765958
2022-11-15,71.36170212765958
2022-11-16,68.04255319148938
2022-11-17,73.0212765957447
2022-11-18,73.0212765957447
2022-11-19,76.3404255319149
2022-11-20,74.68085106382979
2022-11-21,69.70212765957447
2022-11-22,69.70212765957447
2022-11-23,68.04255319148938
2022-11-24,71.36170212765958
2022-11-25,71.36170212765958
2022-11-26,69.70212765957447
2022-11-27,76.3404255319149
2022-11-28,68.04255319148938
2022-11-29,69.70212765957447
2022-11-30,69.70212765957447
2022-12-01,69.70212765957447
2022-12-02,69.70212765957447
2022-12-03,73.0212765957447
2022-12-04,69.70212765957447
2022-12-05,69.70212765957447
2022-12-06,74.68085106382979
2022-12-07,74.68085106382979
2022-12-08,69.70212765957447
2022-12-09,69.70212765957447
2022-12-10,73.0212765957447
2022-12-11,76.3404255319149
2022-12-12,71.36170212765958
2022-12-13,71.36170212765958
2022-12-14,91.27659574468086
2022-12-15,87.95744680851065
2022-12-16,78.00000000000001
2022-12-17,74.68085106382979
2022-12-18,79.65957446808511
2022-12-19,78.00000000000001
2022-12-20,79.65957446808511
2022-12-21,81.31914893617022
2022-12-22,76.3404255319149
2022-12-23,78.00000000000001
2022-12-24,69.70212765957447
2022-12-25,79.65957446808511
2022-12-26,76.3404255319149
2022-12-27,76.3404255319149
2022-12-28,81.31914893617022
2022-12-29,78.00000000000001
2022-12-30,73.0212765957447
2022-12-31,81.31914893617022
2023-01-01,92.93617021276597
2023-01-02,81.31914893617022
2023-01-03,71.36170212765958
2023-01-04,74.68085106382979
2023-01-05,73.0212765957447
2023-01-06,73.0212765957447
2023-01-07,76.3404255319149
2023-01-08,74.68085106382979
2023-01-09,73.0212765957447
2023-01-10,73.0212765957447
2023-01-11,76.3404255319149
2023-01-12,73.0212765957447
2023-01-13,73.0212765957447
2023-01-14,78.00000000000001
2023-01-15,74.68085106382979
2023-01-16,76.3404255319149
2023-01-17,76.3404255319149
2023-01-18,74.68085106382979
2023-01-19,73.0212765957447
2023-01-20,73.0212765957447
2023-01-21,76.3404255319149
2023-01-22,74.68085106382979
2023-01-23,73.0212765957447
2023-01-24,76.3404255319149
2023-01-25,73.0212765957447
2023-01-26,76.3404255319149
2023-01-27,76.3404255319149
2023-01-28,73.0212765957447
2023-01-29,73.0212765957447
2023-01-30,73.0212765957447
2023-01-31,76.3404255319149
2023-02-01,71.36170212765958
2023-02-02,71.36170212765958
2023-02-03,73.0212765957447
2023-02-04,74.68085106382979
2023-02-05,81.31914893617022
2023-02-06,73.0212765957447
2023-02-07,76.3404255319149
2023-02-08,78.00000000000001
2023-02-09,74.68085106382979
2023-02-10,73.0212765957447
2023-02-11,79.65957446808511
2023-02-12,82.97872340425533
2023-02-13,79.65957446808511
2023-02-14,84.63829787234043
2023-02-15,81.31914893617022
2023-02-16,79.65957446808511
2023-02-17,79.65957446808511
2023-02-18,78.00000000000001
2023-02-19,86.29787234042554
2023-02-20,79.65957446808511
2023-02-21,78.00000000000001
2023-02-22,78.00000000000001
2023-02-23,76.3404255319149
2023-02-24,79.65957446808511
2023-02-25,79.65957446808511
2023-02-26,81.31914893617022
2023-02-27,76.3404255319149
2023-02-28,73.0212765957447
2023-03-01,73.0212765957447
2023-03-02,73.0212765957447
2023-03-03,73.0212765957447
2023-03-04,78.00000000000001
2023-03-05,79.65957446808511
2023-03-06,76.3404255319149
2023-03-07,71.36170212765958
2023-03-08,81.31914893617022
2023-03-09,84.63829787234043
2023-03-10,73.0212765957447
2023-03-11,76.3404255319149
2023-03-12,76.3404255319149
2023-03-13,73.0212765957447
2023-03-14,76.3404255319149
2023-03-15,76.3404255319149
2023-03-16,74.68085106382979
2023-03-17,76.3404255319149
2023-03-18,79.65957446808511
2023-03-19,86.29787234042554
2023-03-20,76.3404255319149
2023-03-21,78.00000000000001
2023-03-22,76.3404255319149
2023-03-23,74.68085106382979
2023-03-24,78.00000000000001
2023-03-25,79.65957446808511
2023-03-26,82.97872340425533
2023-03-27,78.00000000000001
2023-03-28,78.00000000000001
2023-03-29,78.00000000000001
2023-03-30,78.00000000000001
2023-03-31,78.00000000000001
2023-04-01,79.65957446808511
2023-04-02,79.65957446808511
2023-04-03,78.00000000000001
2023-04-04,78.00000000000001
2023-04-05,76.3404255319149
2023-04-06,76.3404255319149
2023-04-07,76.3404255319149
2023-04-08,78.00000000000001
2023-04-09,78.00000000000001
2023-04-10,81.31914893617022
2023-04-11,81.31914893617022
2023-04-12,78.00000000000001
2023-04-13,71.36170212765958
2023-04-14,74.68085106382979
2023-04-15,74.68085106382979
2023-04-16,82.97872340425533
2023-04-17,79.65957446808511
2023-04-18,81.31914893617022
2023-04-19,76.3404255319149
2023-04-20,73.0212765957447
2023-04-21,71.36170212765958
2023-04-22,79.65957446808511
2023-04-23,81.31914893617022
2023-04-24,76.3404255319149
2023-04-25,74.68085106382979
2023-04-26,76.3404255319149
2023-04-27,71.36170212765958
2023-04-28,69.70212765957447
2023-04-29,74.68085106382979
2023-04-30,81.31914893617022
2023-05-01,78.00000000000001
2023-05-02,74.68085106382979
2023-05-03,71.36170212765958
2023-05-04,71.36170212765958
2023-05-05,73.0212765957447
2023-05-06,74.68085106382979
2023-05-07,78.00000000000001
2023-05-08,81.31914893617022
2023-05-09,76.3404255319149
2023-05-10,74.68085106382979
2023-05-11,71.36170212765958
2023-05-12,74.68085106382979
2023-05-13,76.3404255319149
2023-05-14,84.63829787234043
2023-05-15,81.31914893617022
2023-05-16,78.00000000000001
2023-05-17,76.3404255319149
2023-05-18,76.3404255319149
2023-05-19,73.0212765957447
2023-05-20,76.3404255319149
2023-05-21,165.95744680851067
