Time,silicon_valley_bank
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,70.0
2022-01-06,49.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,42.0
2022-01-11,51.0
2022-01-12,50.0
2022-01-13,69.0
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,37.0
2022-01-18,38.0
2022-01-19,56.0
2022-01-20,53.0
2022-01-21,28.0
2022-01-22,0.0
2022-01-23,0.0
2022-01-24,36.0
2022-01-25,36.0
2022-01-26,57.0
2022-01-27,44.0
2022-01-28,49.0
2022-01-29,0.0
2022-01-30,0.0
2022-01-31,47.0
2022-02-01,43.0
2022-02-02,60.0
2022-02-03,56.0
2022-02-04,75.0
2022-02-05,0.0
2022-02-06,0.0
2022-02-07,33.0
2022-02-08,57.0
2022-02-09,39.0
2022-02-10,63.0
2022-02-11,53.0
2022-02-12,0.0
2022-02-13,0.0
2022-02-14,39.0
2022-02-15,65.0
2022-02-16,47.0
2022-02-17,51.0
2022-02-18,33.0
2022-02-19,0.0
2022-02-20,0.0
2022-02-21,0.0
2022-02-22,45.0
2022-02-23,38.0
2022-02-24,32.0
2022-02-25,51.0
2022-02-26,31.0
2022-02-27,28.0
2022-02-28,54.0
2022-03-01,45.0
2022-03-02,58.0
2022-03-03,56.0
2022-03-04,51.0
2022-03-05,0.0
2022-03-06,0.0
2022-03-07,0.0
2022-03-08,42.0
2022-03-09,52.0
2022-03-10,52.0
2022-03-11,50.0
2022-03-12,0.0
2022-03-13,0.0
2022-03-14,34.0
2022-03-15,43.0
2022-03-16,27.0
2022-03-17,53.0
2022-03-18,56.0
2022-03-19,0.0
2022-03-20,0.0
2022-03-21,56.0
2022-03-22,57.0
2022-03-23,47.0
2022-03-24,68.0
2022-03-25,47.0
2022-03-26,40.0
2022-03-27,0.0
2022-03-28,39.0
2022-03-29,43.0
2022-03-30,74.0
2022-03-31,48.0
2022-04-01,51.0
2022-04-02,28.0
2022-04-03,0.0
2022-04-04,67.0
2022-04-05,57.0
2022-04-06,54.0
2022-04-07,44.0
2022-04-08,48.0
2022-04-09,30.0
2022-04-10,0.0
2022-04-11,47.0
2022-04-12,73.0
2022-04-13,60.0
2022-04-14,47.0
2022-04-15,48.0
2022-04-16,31.0
2022-04-17,27.0
2022-04-18,61.0
2022-04-19,79.0
2022-04-20,63.0
2022-04-21,52.0
2022-04-22,63.0
2022-04-23,47.0
2022-04-24,25.0
2022-04-25,58.0
2022-04-26,59.0
2022-04-27,93.0
2022-04-28,58.0
2022-04-29,40.0
2022-04-30,32.0
2022-05-01,0.0
2022-05-02,60.0
2022-05-03,58.0
2022-05-04,60.0
2022-05-05,60.0
2022-05-06,52.0
2022-05-07,23.0
2022-05-08,24.0
2022-05-09,61.0
2022-05-10,53.0
2022-05-11,76.0
2022-05-12,73.0
2022-05-13,50.0
2022-05-14,0.0
2022-05-15,0.0
2022-05-16,100.0
2022-05-17,79.0
2022-05-18,56.0
2022-05-19,55.0
2022-05-20,43.0
2022-05-21,0.0
2022-05-22,0.0
2022-05-23,63.0
2022-05-24,72.0
2022-05-25,64.0
2022-05-26,69.0
2022-05-27,56.0
2022-05-28,0.0
2022-05-29,0.0
2022-05-30,0.0
2022-05-31,64.0
2022-06-01,46.0
2022-06-02,61.0
2022-06-03,53.0
2022-06-04,0.0
2022-06-05,0.0
2022-06-06,63.0
2022-06-07,42.0
2022-06-08,59.0
2022-06-09,53.0
2022-06-10,52.0
2022-06-11,31.0
2022-06-12,0.0
2022-06-13,73.0
2022-06-14,64.0
2022-06-15,55.0
2022-06-16,52.0
2022-06-17,39.0
2022-06-18,0.0
2022-06-19,0.0
2022-06-20,49.0
2022-06-21,70.0
2022-06-22,78.0
2022-06-23,50.0
2022-06-24,33.0
2022-06-25,31.0
2022-06-26,28.0
2022-06-27,68.0
2022-06-28,52.0
2022-06-29,60.0
2022-06-30,47.0
2022-07-01,49.0
2022-07-02,0.0
2022-07-03,0.0
2022-07-04,0.0
2022-07-05,47.0
2022-07-06,78.0
2022-07-07,70.0
2022-07-08,46.0
2022-07-09,0.0
2022-07-10,0.0
2022-07-11,60.0
2022-07-12,64.0
2022-07-13,58.0
2022-07-14,57.0
2022-07-15,51.0
2022-07-16,0.0
2022-07-17,0.0
2022-07-18,65.0
2022-07-19,93.0
2022-07-20,55.0
2022-07-21,55.0
2022-07-22,48.0
2022-07-23,40.0
2022-07-24,0.0
2022-07-25,79.0
2022-07-26,69.0
2022-07-27,62.0
2022-07-28,59.0
2022-07-29,50.0
2022-07-30,0.0
2022-07-31,0.0
2022-08-01,43.0
2022-08-02,65.0
2022-08-03,50.0
2022-08-04,62.0
2022-08-05,30.0
2022-08-06,46.0
2022-08-07,45.0
2022-08-08,60.0
2022-08-09,58.0
2022-08-10,69.0
2022-08-11,49.0
2022-08-12,35.0
2022-08-13,0.0
2022-08-14,0.0
2022-08-15,32.0
2022-08-16,49.0
2022-08-17,66.0
2022-08-18,79.0
2022-08-19,40.0
2022-08-20,53.0
2022-08-21,0.0
2022-08-22,57.0
2022-08-23,57.0
2022-08-24,53.0
2022-08-25,40.0
2022-08-26,42.0
2022-08-27,0.0
2022-08-28,0.0
2022-08-29,37.5
2022-08-30,22.0
2022-08-31,32.0
2022-09-01,32.5
2022-09-02,21.0
2022-09-03,0.0
2022-09-04,0.0
2022-09-05,0.0
2022-09-06,29.0
2022-09-07,45.5
2022-09-08,24.0
2022-09-09,18.5
2022-09-10,0.0
2022-09-11,0.0
2022-09-12,26.5
2022-09-13,25.5
2022-09-14,24.5
2022-09-15,27.5
2022-09-16,19.0
2022-09-17,0.0
2022-09-18,0.0
2022-09-19,31.5
2022-09-20,25.5
2022-09-21,18.5
2022-09-22,31.5
2022-09-23,29.5
2022-09-24,0.0
2022-09-25,0.0
2022-09-26,27.5
2022-09-27,25.5
2022-09-28,0.0
2022-09-29,0.0
2022-09-30,0.0
2022-10-01,0.0
2022-10-02,0.0
2022-10-03,0.0
2022-10-04,0.0
2022-10-05,0.0
2022-10-06,0.0
2022-10-07,0.0
2022-10-08,0.0
2022-10-09,0.0
2022-10-10,0.0
2022-10-11,0.0
2022-10-12,0.0
2022-10-13,0.0
2022-10-14,0.0
2022-10-15,0.0
2022-10-16,0.0
2022-10-17,0.0
2022-10-18,0.0
2022-10-19,0.0
2022-10-20,0.0
2022-10-21,0.0
2022-10-22,0.0
2022-10-23,0.0
2022-10-24,0.0
2022-10-25,0.0
2022-10-26,0.0
2022-10-27,0.0
2022-10-28,0.0
2022-10-29,0.0
2022-10-30,0.0
2022-10-31,0.0
2022-11-01,0.0
2022-11-02,0.0
2022-11-03,0.0
2022-11-04,0.0
2022-11-05,0.0
2022-11-06,0.0
2022-11-07,0.0
2022-11-08,0.0
2022-11-09,0.0
2022-11-10,0.0
2022-11-11,0.0
2022-11-12,0.0
2022-11-13,0.0
2022-11-14,0.0
2022-11-15,0.0
2022-11-16,0.0
2022-11-17,0.0
2022-11-18,0.0
2022-11-19,0.0
2022-11-20,0.0
2022-11-21,0.0
2022-11-22,0.0
2022-11-23,0.0
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,0.0
2022-11-27,0.0
2022-11-28,0.0
2022-11-29,0.0
2022-11-30,0.0
2022-12-01,0.0
2022-12-02,0.0
2022-12-03,0.0
2022-12-04,0.0
2022-12-05,0.0
2022-12-06,0.0
2022-12-07,0.0
2022-12-08,0.0
2022-12-09,0.0
2022-12-10,0.0
2022-12-11,0.0
2022-12-12,0.0
2022-12-13,0.0
2022-12-14,0.0
2022-12-15,0.0
2022-12-16,0.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,0.0
2022-12-20,0.0
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,0.0
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-07,0.0
2023-01-08,0.0
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-14,0.0
2023-01-15,0.0
2023-01-16,0.0
2023-01-17,0.0
2023-01-18,0.0
2023-01-19,0.0
2023-01-20,0.0
2023-01-21,0.0
2023-01-22,0.0
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-26,0.0
2023-01-27,0.0
2023-01-28,0.0
2023-01-29,0.0
2023-01-30,0.0
2023-01-31,0.0
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,0.0
2023-02-07,0.0
2023-02-08,0.0
2023-02-09,0.0
2023-02-10,0.0
2023-02-11,0.0
2023-02-12,0.0
2023-02-13,0.0
2023-02-14,0.0
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-18,0.0
2023-02-19,0.0
2023-02-20,0.0
2023-02-21,0.0
2023-02-22,0.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-25,0.0
2023-02-26,0.0
2023-02-27,0.0
2023-02-28,0.0
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,0.0
2023-03-07,0.0
2023-03-08,0.0
2023-03-09,8.0
2023-03-10,100.0
2023-03-11,98.0
2023-03-12,73.0
2023-03-13,68.0
2023-03-14,34.0
2023-03-15,16.0
2023-03-16,11.0
2023-03-17,8.0
2023-03-18,5.0
2023-03-19,4.0
2023-03-20,5.0
2023-03-21,4.0
2023-03-22,3.0
2023-03-23,2.0
2023-03-24,2.0
2023-03-25,1.0
2023-03-26,1.0
2023-03-27,4.0
2023-03-28,2.0
2023-03-29,2.0
2023-03-30,2.0
2023-03-31,1.0
2023-04-01,1.0
2023-04-02,1.0
2023-04-03,1.0
2023-04-04,1.0
2023-04-05,1.0
2023-04-06,1.0
2023-04-07,1.0
2023-04-08,0.0
2023-04-09,0.0
2023-04-10,1.0
2023-04-11,1.0
2023-04-12,1.0
2023-04-13,1.0
2023-04-14,1.0
2023-04-15,0.0
2023-04-16,0.0
2023-04-17,1.0
2023-04-18,1.0
2023-04-19,1.0
2023-04-20,1.0
2023-04-21,0.0
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,1.0
2023-04-25,1.0
2023-04-26,1.1530612244897958
2023-04-27,0.9591836734693877
2023-04-28,1.3673469387755102
2023-04-29,1.0408163265306123
2023-04-30,0.9897959183673469
2023-05-01,1.5204081632653061
2023-05-02,1.2244897959183674
2023-05-03,0.9693877551020408
2023-05-04,1.0714285714285714
2023-05-05,0.9285714285714286
2023-05-06,0.2346938775510204
2023-05-07,0.24489795918367346
2023-05-08,1.0
2023-05-09,0.9183673469387754
2023-05-10,0.37755102040816324
2023-05-11,0.37755102040816324
2023-05-12,0.24489795918367346
2023-05-13,0.1530612244897959
2023-05-14,0.12244897959183673
2023-05-15,0.32653061224489793
2023-05-16,0.9081632653061225
2023-05-17,0.336734693877551
2023-05-18,0.39795918367346933
2023-05-19,0.2857142857142857
2023-05-20,0.12244897959183673
2023-05-21,0.13265306122448978
2023-05-22,0.2857142857142857
2023-05-23,0.31632653061224486
2023-05-24,0.2755102040816326
2023-05-25,0.24489795918367346
2023-05-26,0.42857142857142855
2023-05-27,0.36734693877551017
2023-05-28,0.22448979591836732
2023-05-29,0.24489795918367346
2023-05-30,0.42857142857142855
2023-05-31,0.5306122448979591
2023-06-01,0.3469387755102041
2023-06-02,0.42857142857142855
2023-06-03,0.16326530612244897
2023-06-04,0.24489795918367346
2023-06-05,0.5306122448979591
2023-06-06,0.5102040816326531
2023-06-07,0.42857142857142855
2023-06-08,0.32653061224489793
2023-06-09,0.3061224489795918
2023-06-10,0.22448979591836732
2023-06-11,0.18367346938775508
2023-06-12,0.26530612244897955
2023-06-13,0.32653061224489793
2023-06-14,0.3877551020408163
2023-06-15,0.3877551020408163
2023-06-16,0.4693877551020408
2023-06-17,0.2040816326530612
2023-06-18,0.18367346938775508
2023-06-19,0.2857142857142857
2023-06-20,0.44897959183673464
2023-06-21,0.32653061224489793
2023-06-22,0.4081632653061224
2023-06-23,0.4693877551020408
2023-06-24,0.26530612244897955
2023-06-25,0.22448979591836732
2023-06-26,0.4897959183673469
2023-06-27,0.4693877551020408
2023-06-28,0.3469387755102041
2023-06-29,0.2857142857142857
2023-06-30,0.24489795918367346
2023-07-01,0.16326530612244897
2023-07-02,0.16326530612244897
2023-07-03,0.18367346938775508
2023-07-04,0.2040816326530612
2023-07-05,0.16326530612244897
2023-07-06,0.4081632653061224
2023-07-07,0.32653061224489793
2023-07-08,0.16326530612244897
2023-07-09,0.18367346938775508
2023-07-10,0.26530612244897955
2023-07-11,0.36734693877551017
2023-07-12,0.32653061224489793
2023-07-13,0.36734693877551017
2023-07-14,0.36734693877551017
2023-07-15,0.0
2023-07-16,0.18367346938775508
2023-07-17,0.22448979591836732
2023-07-18,0.36734693877551017
2023-07-19,0.24489795918367346
2023-07-20,0.24489795918367346
2023-07-21,0.3877551020408163
2023-07-22,0.14285714285714285
2023-07-23,0.0
2023-07-24,0.26530612244897955
2023-07-25,0.3061224489795918
2023-07-26,0.3469387755102041
2023-07-27,0.32653061224489793
2023-07-28,0.22448979591836732
2023-07-29,0.0
2023-07-30,0.18367346938775508
2023-07-31,0.3469387755102041
2023-08-01,0.3061224489795918
2023-08-02,0.24489795918367346
2023-08-03,0.2857142857142857
2023-08-04,0.26530612244897955
2023-08-05,0.2040816326530612
2023-08-06,0.0
2023-08-07,0.26530612244897955
2023-08-08,0.26530612244897955
2023-08-09,0.3469387755102041
2023-08-10,0.3061224489795918
2023-08-11,0.2040816326530612
2023-08-12,0.16326530612244897
2023-08-13,0.16326530612244897
2023-08-14,0.22448979591836732
2023-08-15,0.22448979591836732
2023-08-16,0.0
2023-08-17,0.2040816326530612
2023-08-18,0.3061224489795918
2023-08-19,0.0
2023-08-20,0.0
2023-08-21,0.3061224489795918
2023-08-22,0.2857142857142857
2023-08-23,0.32653061224489793
2023-08-24,0.22448979591836732
2023-08-25,0.16326530612244897
2023-08-26,0.0
2023-08-27,0.14285714285714285
2023-08-28,0.24489795918367346
2023-08-29,0.3469387755102041
2023-08-30,0.2040816326530612
2023-08-31,0.2857142857142857
2023-09-01,0.16326530612244897
2023-09-02,0.0
2023-09-03,0.0
2023-09-04,0.18367346938775508
2023-09-05,0.3061224489795918
2023-09-06,0.24489795918367346
2023-09-07,0.22448979591836732
2023-09-08,0.16326530612244897
2023-09-09,0.14285714285714285
2023-09-10,0.16326530612244897
2023-09-11,0.2040816326530612
2023-09-12,0.26530612244897955
2023-09-13,0.2857142857142857
2023-09-14,0.2857142857142857
2023-09-15,0.2040816326530612
2023-09-16,0.0
2023-09-17,0.0
2023-09-18,0.24489795918367346
2023-09-19,0.24489795918367346
2023-09-20,0.2857142857142857
2023-09-21,0.24489795918367346
2023-09-22,0.18367346938775508
2023-09-23,0.0
2023-09-24,0.14285714285714285
2023-09-25,0.2857142857142857
2023-09-26,0.32653061224489793
2023-09-27,0.24489795918367346
2023-09-28,0.24489795918367346
2023-09-29,0.2857142857142857
2023-09-30,0.16326530612244897
2023-10-01,0.0
2023-10-02,0.3061224489795918
2023-10-03,0.3061224489795918
2023-10-04,0.22448979591836732
2023-10-05,0.26530612244897955
2023-10-06,0.0
2023-10-07,0.0
2023-10-08,0.0
2023-10-09,0.18367346938775508
2023-10-10,0.2857142857142857
2023-10-11,0.26530612244897955
2023-10-12,0.22448979591836732
2023-10-13,0.14285714285714285
2023-10-14,0.0
2023-10-15,0.0
2023-10-16,0.3061224489795918
2023-10-17,0.3061224489795918
2023-10-18,0.2857142857142857
2023-10-19,0.2857142857142857
2023-10-20,0.3061224489795918
2023-10-21,0.0
2023-10-22,0.0
2023-10-23,0.3061224489795918
2023-10-24,0.24489795918367346
2023-10-25,0.2040816326530612
2023-10-26,0.2857142857142857
2023-10-27,0.2857142857142857
2023-10-28,0.2040816326530612
2023-10-29,0.0
2023-10-30,0.22448979591836732
2023-10-31,0.2857142857142857
2023-11-01,0.32653061224489793
2023-11-02,0.24489795918367346
2023-11-03,0.2857142857142857
2023-11-04,0.14285714285714285
2023-11-05,0.24489795918367346
2023-11-06,0.3061224489795918
2023-11-07,0.24489795918367346
2023-11-08,0.3469387755102041
2023-11-09,0.2040816326530612
2023-11-10,0.22448979591836732
2023-11-11,0.0
2023-11-12,0.0
2023-11-13,0.2040816326530612
2023-11-14,0.2857142857142857
2023-11-15,0.2857142857142857
2023-11-16,0.18367346938775508
2023-11-17,0.2857142857142857
2023-11-18,0.0
2023-11-19,0.0
2023-11-20,0.26530612244897955
2023-11-21,0.3061224489795918
2023-11-22,0.18367346938775508
2023-11-23,0.0
2023-11-24,0.0
2023-11-25,0.14285714285714285
2023-11-26,0.0
2023-11-27,0.32653061224489793
2023-11-28,0.24489795918367346
2023-11-29,0.26530612244897955
2023-11-30,0.2857142857142857
2023-12-01,0.2040816326530612
2023-12-02,0.0
2023-12-03,0.0
2023-12-04,0.2857142857142857
2023-12-05,0.26530612244897955
2023-12-06,0.32653061224489793
2023-12-07,0.3061224489795918
2023-12-08,0.36734693877551017
2023-12-09,0.14285714285714285
2023-12-10,0.0
2023-12-11,0.3061224489795918
2023-12-12,0.32653061224489793
2023-12-13,0.3061224489795918
2023-12-14,0.24489795918367346
2023-12-15,0.16326530612244897
2023-12-16,0.0
2023-12-17,0.0
2023-12-18,0.26530612244897955
