Time,connections
2022-01-01,36.0
2022-01-02,42.0
2022-01-03,71.0
2022-01-04,87.0
2022-01-05,82.0
2022-01-06,66.0
2022-01-07,75.0
2022-01-08,50.0
2022-01-09,36.0
2022-01-10,74.0
2022-01-11,81.0
2022-01-12,76.0
2022-01-13,77.0
2022-01-14,60.0
2022-01-15,48.0
2022-01-16,36.0
2022-01-17,60.0
2022-01-18,79.0
2022-01-19,76.0
2022-01-20,73.0
2022-01-21,70.0
2022-01-22,49.0
2022-01-23,41.0
2022-01-24,100.0
2022-01-25,79.0
2022-01-26,72.0
2022-01-27,67.0
2022-01-28,76.0
2022-01-29,48.0
2022-01-30,43.0
2022-01-31,77.0
2022-02-01,84.0
2022-02-02,81.0
2022-02-03,80.0
2022-02-04,76.0
2022-02-05,48.0
2022-02-06,49.0
2022-02-07,90.0
2022-02-08,94.0
2022-02-09,77.0
2022-02-10,67.0
2022-02-11,78.0
2022-02-12,46.0
2022-02-13,44.0
2022-02-14,75.0
2022-02-15,85.0
2022-02-16,91.0
2022-02-17,89.0
2022-02-18,82.0
2022-02-19,50.0
2022-02-20,50.0
2022-02-21,74.0
2022-02-22,84.0
2022-02-23,80.0
2022-02-24,79.0
2022-02-25,78.0
2022-02-26,54.0
2022-02-27,46.0
2022-02-28,85.0
2022-03-01,90.0
2022-03-02,82.0
2022-03-03,86.0
2022-03-04,78.0
2022-03-05,52.0
2022-03-06,49.0
2022-03-07,80.0
2022-03-08,78.0
2022-03-09,81.0
2022-03-10,83.0
2022-03-11,69.0
2022-03-12,44.0
2022-03-13,45.0
2022-03-14,72.0
2022-03-15,81.0
2022-03-16,75.0
2022-03-17,79.0
2022-03-18,67.0
2022-03-19,51.0
2022-03-20,45.0
2022-03-21,81.0
2022-03-22,79.0
2022-03-23,78.0
2022-03-24,79.0
2022-03-25,75.0
2022-03-26,49.0
2022-03-27,53.0
2022-03-28,86.0
2022-03-29,91.0
2022-03-30,75.0
2022-03-31,86.0
2022-04-01,80.0
2022-04-02,56.0
2022-04-03,52.0
2022-04-04,90.0
2022-04-05,88.0
2022-04-06,83.0
2022-04-07,84.0
2022-04-08,79.0
2022-04-09,52.0
2022-04-10,49.0
2022-04-11,90.0
2022-04-12,81.0
2022-04-13,80.0
2022-04-14,82.0
2022-04-15,68.0
2022-04-16,48.0
2022-04-17,47.0
2022-04-18,85.0
2022-04-19,87.0
2022-04-20,86.0
2022-04-21,91.0
2022-04-22,81.0
2022-04-23,52.0
2022-04-24,51.0
2022-04-25,89.0
2022-04-26,92.0
2022-04-27,92.0
2022-04-28,87.0
2022-04-29,77.0
2022-04-30,53.0
2022-05-01,51.0
2022-05-02,90.0
2022-05-03,88.0
2022-05-04,82.0
2022-05-05,84.0
2022-05-06,77.0
2022-05-07,52.0
2022-05-08,44.0
2022-05-09,85.0
2022-05-10,86.0
2022-05-11,87.0
2022-05-12,83.0
2022-05-13,76.0
2022-05-14,46.0
2022-05-15,46.0
2022-05-16,83.0
2022-05-17,86.0
2022-05-18,81.0
2022-05-19,78.0
2022-05-20,75.0
2022-05-21,48.0
2022-05-22,47.0
2022-05-23,75.0
2022-05-24,86.0
2022-05-25,80.0
2022-05-26,76.0
2022-05-27,70.0
2022-05-28,43.0
2022-05-29,45.0
2022-05-30,56.0
2022-05-31,83.0
2022-06-01,87.0
2022-06-02,79.0
2022-06-03,74.0
2022-06-04,48.0
2022-06-05,48.0
2022-06-06,75.0
2022-06-07,81.0
2022-06-08,80.0
2022-06-09,75.0
2022-06-10,75.0
2022-06-11,43.0
2022-06-12,44.0
2022-06-13,74.0
2022-06-14,78.0
2022-06-15,74.0
2022-06-16,72.0
2022-06-17,60.0
2022-06-18,40.0
2022-06-19,42.0
2022-06-20,74.0
2022-06-21,68.0
2022-06-22,75.0
2022-06-23,75.0
2022-06-24,61.0
2022-06-25,42.0
2022-06-26,46.0
2022-06-27,72.0
2022-06-28,73.0
2022-06-29,75.0
2022-06-30,73.0
2022-07-01,65.0
2022-07-02,48.0
2022-07-03,40.0
2022-07-04,46.0
2022-07-05,76.0
2022-07-06,78.0
2022-07-07,76.0
2022-07-08,68.0
2022-07-09,46.0
2022-07-10,42.0
2022-07-11,77.0
2022-07-12,71.0
2022-07-13,76.0
2022-07-14,73.0
2022-07-15,69.0
2022-07-16,46.0
2022-07-17,51.0
2022-07-18,76.0
2022-07-19,84.0
2022-07-20,78.0
2022-07-21,75.0
2022-07-22,70.0
2022-07-23,43.0
2022-07-24,47.0
2022-07-25,77.0
2022-07-26,84.0
2022-07-27,75.0
2022-07-28,78.0
2022-07-29,73.0
2022-07-30,45.0
2022-07-31,47.0
2022-08-01,82.0
2022-08-02,84.0
2022-08-03,81.0
2022-08-04,77.0
2022-08-05,76.0
2022-08-06,46.0
2022-08-07,47.0
2022-08-08,82.0
2022-08-09,91.0
2022-08-10,87.0
2022-08-11,82.0
2022-08-12,75.0
2022-08-13,45.0
2022-08-14,43.0
2022-08-15,92.0
2022-08-16,95.0
2022-08-17,91.0
2022-08-18,89.0
2022-08-19,78.0
2022-08-20,49.0
2022-08-21,49.0
2022-08-22,88.0
2022-08-23,97.0
2022-08-24,91.0
2022-08-25,93.0
2022-08-26,79.0
2022-08-27,48.0
2022-08-28,47.0
2022-08-29,91.88281764318631
2022-08-30,93.92560895325873
2022-08-31,92.90421329822252
2022-09-01,90.86142198815011
2022-09-02,78.10467412771561
2022-09-03,44.92001316655695
2022-09-04,46.962804476629366
2022-09-05,60.240947992100075
2022-09-06,95.96840026333115
2022-09-07,93.92560895325873
2022-09-08,90.36142198815011
2022-09-09,82.19025674786045
2022-09-10,51.04838709677419
2022-09-11,47.984200131665574
2022-09-12,91.38281764318631
2022-09-13,93.42560895325873
2022-09-14,94.94700460829495
2022-09-15,90.86142198815011
2022-09-16,86.77583936800528
2022-09-17,46.962804476629366
2022-09-18,52.06978275181041
2022-09-19,99.03258722843978
2022-09-20,99.03258722843978
2022-09-21,94.44700460829495
2022-09-22,91.38281764318631
2022-09-23,82.19025674786045
2022-09-24,50.02699144173799
2022-09-25,53.09117840684661
2022-09-26,88.81863067807768
2022-09-27,94.94700460829495
2022-09-28,90.72284397630021
2022-09-29,84.46609611586571
2022-09-30,84.46609611586571
2022-10-01,45.882817643186314
2022-10-02,52.13956550362081
2022-10-03,96.97959183673471
2022-10-04,92.80842659644505
2022-10-05,92.80842659644505
2022-10-06,90.72284397630021
2022-10-07,80.29493087557604
2022-10-08,53.182356813693225
2022-10-09,47.96840026333115
2022-10-10,87.59447004608296
2022-10-11,94.89400921658988
2022-10-12,90.72284397630021
2022-10-13,90.72284397630021
2022-10-14,78.20934825543121
2022-10-15,44.8400263331139
2022-10-16,46.92560895325873
2022-10-17,92.80842659644505
2022-10-18,91.76563528637263
2022-10-19,91.76563528637263
2022-10-20,83.4233048057933
2022-10-21,80.29493087557604
2022-10-22,47.96840026333115
2022-10-23,49.011191573403565
2022-10-24,85.50888742593813
2022-10-25,90.72284397630021
2022-10-26,91.76563528637263
2022-10-27,84.46609611586571
2022-10-28,74.03818301514156
2022-10-29,53.182356813693225
2022-10-30,44.8400263331139
2022-10-31,83.4233048057933
2022-11-01,82.38051349572088
2022-11-02,88.63726135615538
2022-11-03,85.50888742593813
2022-11-04,80.29493087557604
2022-11-05,50.05398288347598
2022-11-06,42.75444371296906
2022-11-07,90.72284397630021
2022-11-08,83.4233048057933
2022-11-09,79.25213956550363
2022-11-10,85.50888742593813
2022-11-11,71.95260039499672
2022-11-12,44.8400263331139
2022-11-13,45.882817643186314
2022-11-14,92.80842659644505
2022-11-15,90.72284397630021
2022-11-16,90.72284397630021
2022-11-17,93.85121790651746
2022-11-18,77.1665569453588
2022-11-19,46.92560895325873
2022-11-20,46.92560895325873
2022-11-21,74.03818301514156
2022-11-22,77.1665569453588
2022-11-23,65.69585253456222
2022-11-24,38.5832784726794
2022-11-25,44.8400263331139
2022-11-26,42.75444371296906
2022-11-27,42.75444371296906
2022-11-28,81.33772218564846
2022-11-29,85.50888742593813
2022-11-30,88.63726135615538
2022-12-01,87.59447004608296
2022-12-02,76.12376563528639
2022-12-03,43.79723502304148
2022-12-04,45.882817643186314
2022-12-05,90.72284397630021
2022-12-06,85.50888742593813
2022-12-07,86.55167873601054
2022-12-08,84.46609611586571
2022-12-09,77.1665569453588
2022-12-10,45.882817643186314
2022-12-11,43.79723502304148
2022-12-12,82.38051349572088
2022-12-13,85.50888742593813
2022-12-14,78.20934825543121
2022-12-15,80.29493087557604
2022-12-16,69.86701777485189
2022-12-17,44.8400263331139
2022-12-18,38.5832784726794
2022-12-19,67.78143515470705
2022-12-20,67.78143515470705
2022-12-21,65.69585253456222
2022-12-22,62.56747860434497
2022-12-23,55.26793943383806
2022-12-24,38.5832784726794
2022-12-25,33.36932192231732
2022-12-26,59.43910467412773
2022-12-27,63.61026991441739
2022-12-28,65.69585253456222
2022-12-29,65.69585253456222
2022-12-30,60.48189598420014
2022-12-31,43.79723502304148
2023-01-01,41.71165240289665
2023-01-02,63.61026991441739
2023-01-03,78.20934825543121
2023-01-04,86.55167873601054
2023-01-05,82.38051349572088
2023-01-06,80.29493087557604
2023-01-07,46.92560895325873
2023-01-08,45.882817643186314
2023-01-09,86.55167873601054
2023-01-10,89.6800526662278
2023-01-11,91.76563528637263
2023-01-12,92.80842659644505
2023-01-13,82.38051349572088
2023-01-14,46.92560895325873
2023-01-15,43.79723502304148
2023-01-16,71.95260039499672
2023-01-17,92.80842659644505
2023-01-18,94.89400921658988
2023-01-19,93.85121790651746
2023-01-20,87.59447004608296
2023-01-21,51.09677419354839
2023-01-22,45.882817643186314
2023-01-23,88.63726135615538
2023-01-24,96.97959183673471
2023-01-25,89.6800526662278
2023-01-26,90.72284397630021
2023-01-27,81.33772218564846
2023-01-28,47.96840026333115
2023-01-29,49.011191573403565
2023-01-30,88.63726135615538
2023-01-31,91.76563528637263
2023-02-01,92.80842659644505
2023-02-02,93.85121790651746
2023-02-03,80.29493087557604
2023-02-04,55.26793943383806
2023-02-05,54.22514812376564
2023-02-06,92.80842659644505
2023-02-07,96.97959183673471
2023-02-08,90.72284397630021
2023-02-09,93.85121790651746
2023-02-10,81.33772218564846
2023-02-11,53.182356813693225
2023-02-12,53.182356813693225
2023-02-13,84.46609611586571
2023-02-14,90.72284397630021
2023-02-15,94.89400921658988
2023-02-16,91.76563528637263
2023-02-17,85.50888742593813
2023-02-18,55.26793943383806
2023-02-19,55.26793943383806
2023-02-20,77.1665569453588
2023-02-21,90.72284397630021
2023-02-22,94.89400921658988
2023-02-23,96.97959183673471
2023-02-24,104.27913100724162
2023-02-25,57.35352205398289
2023-02-26,56.310730743910476
2023-02-27,99.06517445687955
2023-02-28,94.89400921658988
2023-03-01,91.76563528637263
2023-03-02,94.89400921658988
2023-03-03,89.6800526662278
2023-03-04,53.182356813693225
2023-03-05,47.96840026333115
2023-03-06,96.97959183673471
2023-03-07,92.80842659644505
2023-03-08,91.76563528637263
2023-03-09,94.89400921658988
2023-03-10,81.33772218564846
2023-03-11,50.05398288347598
2023-03-12,51.09677419354839
2023-03-13,86.55167873601054
2023-03-14,86.55167873601054
2023-03-15,82.38051349572088
2023-03-16,87.59447004608296
2023-03-17,74.03818301514156
2023-03-18,44.8400263331139
2023-03-19,47.96840026333115
2023-03-20,93.85121790651746
2023-03-21,90.72284397630021
2023-03-22,87.59447004608296
2023-03-23,90.72284397630021
2023-03-24,78.20934825543121
2023-03-25,46.92560895325873
2023-03-26,47.96840026333115
2023-03-27,90.72284397630021
2023-03-28,93.85121790651746
2023-03-29,86.55167873601054
2023-03-30,88.63726135615538
2023-03-31,77.1665569453588
2023-04-01,46.92560895325873
2023-04-02,52.13956550362081
2023-04-03,88.63726135615538
2023-04-04,86.55167873601054
2023-04-05,80.29493087557604
2023-04-06,85.50888742593813
2023-04-07,72.99539170506914
2023-04-08,46.92560895325873
2023-04-09,43.79723502304148
2023-04-10,90.72284397630021
2023-04-11,90.72284397630021
2023-04-12,90.72284397630021
2023-04-13,87.59447004608296
2023-04-14,86.55167873601054
2023-04-15,56.310730743910476
2023-04-16,52.13956550362081
2023-04-17,91.76563528637263
2023-04-18,87.59447004608296
2023-04-19,92.80842659644505
2023-04-20,84.46609611586571
2023-04-21,81.33772218564846
2023-04-22,49.011191573403565
2023-04-23,54.22514812376564
2023-04-24,95.9368005266623
2023-04-25,96.97959183673471
2023-04-26,96.11059907834104
2023-04-27,86.03028308097433
2023-04-28,81.33772218564846
2023-04-29,53.87755102040817
2023-04-30,53.35615536537196
2023-05-01,95.06780776826861
2023-05-02,94.5464121132324
2023-05-03,85.50888742593813
2023-05-04,86.55167873601054
2023-05-05,72.3001974983542
2023-05-06,52.313364055299544
2023-05-07,44.31863067807769
2023-05-08,95.58920342330482
2023-05-09,86.03028308097433
2023-05-10,95.06780776826861
2023-05-11,83.4233048057933
2023-05-12,82.38051349572088
2023-05-13,43.79723502304148
2023-05-14,40.66886109282423
2023-05-15,86.03028308097433
2023-05-16,95.58920342330482
2023-05-17,86.55167873601054
2023-05-18,83.9447004608295
2023-05-19,80.29493087557606
2023-05-20,44.31863067807769
2023-05-21,44.31863067807769
2023-05-22,83.4233048057933
2023-05-23,86.55167873601054
2023-05-24,83.9447004608295
2023-05-25,82.90190915075709
2023-05-26,69.51942067149442
2023-05-27,41.71165240289665
2023-05-28,41.71165240289665
2023-05-29,55.61553653719553
2023-05-30,83.4233048057933
2023-05-31,97.32718894009219
2023-06-01,83.4233048057933
2023-06-02,83.4233048057933
2023-06-03,41.71165240289665
2023-06-04,41.71165240289665
2023-06-05,83.4233048057933
2023-06-06,83.4233048057933
2023-06-07,83.4233048057933
2023-06-08,69.51942067149442
2023-06-09,83.4233048057933
2023-06-10,55.61553653719553
2023-06-11,41.71165240289665
2023-06-12,83.4233048057933
2023-06-13,83.4233048057933
2023-06-14,97.32718894009219
2023-06-15,97.32718894009219
2023-06-16,152.94272547728772
2023-06-17,139.03884134298883
2023-06-18,180.75049374588548
2023-06-19,180.75049374588548
2023-06-20,222.46214614878213
2023-06-21,222.46214614878213
2023-06-22,222.46214614878213
2023-06-23,222.46214614878213
2023-06-24,222.46214614878213
2023-06-25,236.36603028308102
2023-06-26,264.1737985516788
2023-06-27,278.07768268597766
2023-06-28,291.98156682027656
2023-06-29,291.98156682027656
2023-06-30,278.07768268597766
2023-07-01,291.98156682027656
2023-07-02,333.6932192231732
2023-07-03,333.6932192231732
2023-07-04,333.6932192231732
2023-07-05,347.59710335747206
2023-07-06,361.50098749177096
2023-07-07,375.40487162606985
2023-07-08,361.50098749177096
2023-07-09,361.50098749177096
2023-07-10,361.50098749177096
2023-07-11,361.50098749177096
2023-07-12,347.59710335747206
2023-07-13,389.30875576036874
2023-07-14,375.40487162606985
2023-07-15,347.59710335747206
2023-07-16,361.50098749177096
2023-07-17,403.2126398946676
2023-07-18,472.73206056616203
2023-07-19,486.6359447004609
2023-07-20,472.73206056616203
2023-07-21,431.02040816326536
2023-07-22,417.11652402896647
2023-07-23,472.73206056616203
2023-07-24,444.92429229756425
2023-07-25,472.73206056616203
2023-07-26,486.6359447004609
2023-07-27,486.6359447004609
2023-07-28,500.53982883475976
2023-07-29,458.82817643186314
2023-07-30,486.6359447004609
2023-07-31,458.82817643186314
2023-08-01,458.82817643186314
2023-08-02,472.73206056616203
2023-08-03,472.73206056616203
2023-08-04,500.53982883475976
2023-08-05,528.3475971033575
2023-08-06,528.3475971033575
