Time,khan_academy
2022-01-01,11.0
2022-01-02,16.0
2022-01-03,30.0
2022-01-04,39.0
2022-01-05,40.0
2022-01-06,34.0
2022-01-07,37.0
2022-01-08,16.0
2022-01-09,20.0
2022-01-10,41.0
2022-01-11,46.0
2022-01-12,42.0
2022-01-13,44.0
2022-01-14,32.0
2022-01-15,18.0
2022-01-16,17.0
2022-01-17,21.0
2022-01-18,36.0
2022-01-19,43.0
2022-01-20,41.0
2022-01-21,36.0
2022-01-22,20.0
2022-01-23,20.0
2022-01-24,55.0
2022-01-25,42.0
2022-01-26,41.0
2022-01-27,42.0
2022-01-28,39.0
2022-01-29,20.0
2022-01-30,20.0
2022-01-31,41.0
2022-02-01,41.0
2022-02-02,41.0
2022-02-03,41.0
2022-02-04,38.0
2022-02-05,19.0
2022-02-06,22.0
2022-02-07,47.0
2022-02-08,48.0
2022-02-09,42.0
2022-02-10,37.0
2022-02-11,38.0
2022-02-12,22.0
2022-02-13,20.0
2022-02-14,32.0
2022-02-15,44.0
2022-02-16,43.0
2022-02-17,41.0
2022-02-18,34.0
2022-02-19,20.0
2022-02-20,19.0
2022-02-21,28.0
2022-02-22,38.0
2022-02-23,42.0
2022-02-24,39.0
2022-02-25,32.0
2022-02-26,21.0
2022-02-27,22.0
2022-02-28,41.0
2022-03-01,43.0
2022-03-02,44.0
2022-03-03,40.0
2022-03-04,34.0
2022-03-05,18.0
2022-03-06,21.0
2022-03-07,40.0
2022-03-08,43.0
2022-03-09,43.0
2022-03-10,40.0
2022-03-11,32.0
2022-03-12,19.0
2022-03-13,18.0
2022-03-14,33.0
2022-03-15,35.0
2022-03-16,34.0
2022-03-17,31.0
2022-03-18,26.0
2022-03-19,16.0
2022-03-20,19.0
2022-03-21,36.0
2022-03-22,39.0
2022-03-23,40.0
2022-03-24,35.0
2022-03-25,71.0
2022-03-26,23.0
2022-03-27,27.0
2022-03-28,78.0
2022-03-29,85.0
2022-03-30,39.0
2022-03-31,80.0
2022-04-01,69.0
2022-04-02,23.0
2022-04-03,26.0
2022-04-04,83.0
2022-04-05,83.0
2022-04-06,83.0
2022-04-07,81.0
2022-04-08,75.0
2022-04-09,26.0
2022-04-10,39.0
2022-04-11,86.0
2022-04-12,96.0
2022-04-13,82.0
2022-04-14,69.0
2022-04-15,37.0
2022-04-16,19.0
2022-04-17,22.0
2022-04-18,63.0
2022-04-19,75.0
2022-04-20,73.0
2022-04-21,70.0
2022-04-22,65.0
2022-04-23,20.0
2022-04-24,28.0
2022-04-25,91.0
2022-04-26,79.0
2022-04-27,74.0
2022-04-28,75.0
2022-04-29,73.0
2022-04-30,23.0
2022-05-01,27.0
2022-05-02,77.0
2022-05-03,75.0
2022-05-04,75.0
2022-05-05,73.0
2022-05-06,70.0
2022-05-07,26.0
2022-05-08,25.0
2022-05-09,75.0
2022-05-10,73.0
2022-05-11,71.0
2022-05-12,70.0
2022-05-13,60.0
2022-05-14,20.0
2022-05-15,23.0
2022-05-16,65.0
2022-05-17,67.0
2022-05-18,62.0
2022-05-19,61.0
2022-05-20,52.0
2022-05-21,20.0
2022-05-22,21.0
2022-05-23,60.0
2022-05-24,60.0
2022-05-25,50.0
2022-05-26,48.0
2022-05-27,40.0
2022-05-28,18.0
2022-05-29,18.0
2022-05-30,23.0
2022-05-31,45.0
2022-06-01,45.0
2022-06-02,46.0
2022-06-03,40.0
2022-06-04,21.0
2022-06-05,19.0
2022-06-06,41.0
2022-06-07,45.0
2022-06-08,42.0
2022-06-09,37.0
2022-06-10,31.0
2022-06-11,19.0
2022-06-12,19.0
2022-06-13,35.0
2022-06-14,37.0
2022-06-15,36.0
2022-06-16,33.0
2022-06-17,24.0
2022-06-18,17.0
2022-06-19,16.0
2022-06-20,32.0
2022-06-21,33.0
2022-06-22,32.0
2022-06-23,31.0
2022-06-24,24.0
2022-06-25,16.0
2022-06-26,20.0
2022-06-27,35.0
2022-06-28,31.0
2022-06-29,31.0
2022-06-30,27.0
2022-07-01,23.0
2022-07-02,17.0
2022-07-03,15.0
2022-07-04,19.0
2022-07-05,32.0
2022-07-06,33.0
2022-07-07,31.0
2022-07-08,24.0
2022-07-09,20.0
2022-07-10,16.0
2022-07-11,32.0
2022-07-12,32.0
2022-07-13,30.0
2022-07-14,29.0
2022-07-15,23.0
2022-07-16,17.0
2022-07-17,19.0
2022-07-18,30.0
2022-07-19,31.0
2022-07-20,29.0
2022-07-21,29.0
2022-07-22,22.0
2022-07-23,18.0
2022-07-24,18.0
2022-07-25,29.0
2022-07-26,30.0
2022-07-27,28.0
2022-07-28,26.0
2022-07-29,24.0
2022-07-30,17.0
2022-07-31,17.0
2022-08-01,28.0
2022-08-02,31.0
2022-08-03,30.0
2022-08-04,30.0
2022-08-05,26.0
2022-08-06,17.0
2022-08-07,20.0
2022-08-08,34.0
2022-08-09,37.0
2022-08-10,42.0
2022-08-11,48.0
2022-08-12,42.0
2022-08-13,19.0
2022-08-14,21.0
2022-08-15,49.0
2022-08-16,57.0
2022-08-17,63.0
2022-08-18,83.0
2022-08-19,67.0
2022-08-20,23.0
2022-08-21,27.0
2022-08-22,83.0
2022-08-23,82.0
2022-08-24,78.0
2022-08-25,81.0
2022-08-26,77.0
2022-08-27,26.0
2022-08-28,29.0
2022-08-29,82.85263157894738
2022-08-30,86.89473684210526
2022-08-31,93.96842105263158
2022-09-01,86.89473684210526
2022-09-02,73.2578947368421
2022-09-03,22.231578947368423
2022-09-04,23.242105263157896
2022-09-05,33.847368421052636
2022-09-06,86.89473684210526
2022-09-07,89.42631578947369
2022-09-08,97.0
2022-09-09,82.35263157894738
2022-09-10,27.28421052631579
2022-09-11,31.326315789473686
2022-09-12,97.0
2022-09-13,97.0
2022-09-14,100.03157894736842
2022-09-15,94.97894736842105
2022-09-16,83.36315789473684
2022-09-17,24.75263157894737
2022-09-18,32.83684210526316
2022-09-19,94.97894736842105
2022-09-20,97.0
2022-09-21,95.48947368421054
2022-09-22,98.01052631578948
2022-09-23,81.34210526315789
2022-09-24,25.263157894736842
2022-09-25,32.33684210526316
2022-09-26,80.83157894736843
2022-09-27,91.94736842105263
2022-09-28,94.9578947368421
2022-09-29,89.85263157894738
2022-09-30,78.62105263157895
2022-10-01,25.526315789473685
2022-10-02,32.67368421052632
2022-10-03,81.6842105263158
2022-10-04,85.76842105263158
2022-10-05,90.87368421052632
2022-10-06,99.04210526315791
2022-10-07,75.55789473684212
2022-10-08,24.50526315789474
2022-10-09,27.56842105263158
2022-10-10,72.49473684210527
2022-10-11,90.87368421052632
2022-10-12,89.85263157894738
2022-10-13,84.74736842105264
2022-10-14,70.45263157894738
2022-10-15,22.463157894736845
2022-10-16,28.589473684210528
2022-10-17,78.62105263157895
2022-10-18,86.78947368421053
2022-10-19,87.81052631578947
2022-10-20,80.66315789473684
2022-10-21,68.41052631578948
2022-10-22,20.42105263157895
2022-10-23,25.526315789473685
2022-10-24,81.6842105263158
2022-10-25,102.10526315789474
2022-10-26,81.6842105263158
2022-10-27,86.78947368421053
2022-10-28,66.36842105263159
2022-10-29,20.42105263157895
2022-10-30,24.50526315789474
2022-10-31,67.38947368421053
2022-11-01,83.72631578947369
2022-11-02,87.81052631578947
2022-11-03,90.87368421052632
2022-11-04,76.57894736842105
2022-11-05,24.50526315789474
2022-11-06,24.50526315789474
2022-11-07,78.62105263157895
2022-11-08,64.32631578947368
2022-11-09,74.53684210526316
2022-11-10,78.62105263157895
2022-11-11,45.94736842105264
2022-11-12,20.42105263157895
2022-11-13,26.54736842105263
2022-11-14,81.6842105263158
2022-11-15,80.66315789473684
2022-11-16,79.6421052631579
2022-11-17,82.70526315789475
2022-11-18,69.43157894736842
2022-11-19,18.378947368421052
2022-11-20,19.400000000000002
2022-11-21,46.968421052631584
2022-11-22,38.800000000000004
2022-11-23,22.463157894736845
2022-11-24,12.25263157894737
2022-11-25,12.25263157894737
2022-11-26,16.33684210526316
2022-11-27,22.463157894736845
2022-11-28,70.45263157894738
2022-11-29,76.57894736842105
2022-11-30,77.60000000000001
2022-12-01,74.53684210526316
2022-12-02,68.41052631578948
2022-12-03,23.484210526315792
2022-12-04,23.484210526315792
2022-12-05,72.49473684210527
2022-12-06,81.6842105263158
2022-12-07,80.66315789473684
2022-12-08,75.55789473684212
2022-12-09,63.30526315789474
2022-12-10,20.42105263157895
2022-12-11,25.526315789473685
2022-12-12,70.45263157894738
2022-12-13,72.49473684210527
2022-12-14,65.34736842105264
2022-12-15,61.26315789473685
2022-12-16,46.968421052631584
2022-12-17,15.315789473684212
2022-12-18,19.400000000000002
2022-12-19,45.94736842105264
2022-12-20,41.863157894736844
2022-12-21,32.67368421052632
2022-12-22,22.463157894736845
2022-12-23,14.294736842105264
2022-12-24,11.231578947368423
2022-12-25,10.210526315789474
2022-12-26,13.273684210526316
2022-12-27,16.33684210526316
2022-12-28,15.315789473684212
2022-12-29,16.33684210526316
2022-12-30,14.294736842105264
2022-12-31,12.25263157894737
2023-01-01,11.231578947368423
2023-01-02,23.484210526315792
2023-01-03,39.82105263157895
2023-01-04,56.15789473684211
2023-01-05,61.26315789473685
2023-01-06,59.22105263157895
2023-01-07,19.400000000000002
2023-01-08,23.484210526315792
2023-01-09,79.6421052631579
2023-01-10,89.85263157894738
2023-01-11,84.74736842105264
2023-01-12,77.60000000000001
2023-01-13,69.43157894736842
2023-01-14,19.400000000000002
2023-01-15,19.400000000000002
2023-01-16,30.631578947368425
2023-01-17,79.6421052631579
2023-01-18,78.62105263157895
2023-01-19,83.72631578947369
2023-01-20,73.51578947368421
2023-01-21,20.42105263157895
2023-01-22,23.484210526315792
2023-01-23,78.62105263157895
2023-01-24,82.70526315789475
2023-01-25,78.62105263157895
2023-01-26,79.6421052631579
2023-01-27,71.47368421052632
2023-01-28,21.442105263157895
2023-01-29,23.484210526315792
2023-01-30,76.57894736842105
2023-01-31,77.60000000000001
2023-02-01,76.57894736842105
2023-02-02,84.74736842105264
2023-02-03,69.43157894736842
2023-02-04,21.442105263157895
2023-02-05,25.526315789473685
2023-02-06,83.72631578947369
2023-02-07,85.76842105263158
2023-02-08,80.66315789473684
2023-02-09,83.72631578947369
2023-02-10,73.51578947368421
2023-02-11,23.484210526315792
2023-02-12,23.484210526315792
2023-02-13,68.41052631578948
2023-02-14,71.47368421052632
2023-02-15,82.70526315789475
2023-02-16,80.66315789473684
2023-02-17,61.26315789473685
2023-02-18,22.463157894736845
2023-02-19,21.442105263157895
2023-02-20,35.73684210526316
2023-02-21,73.51578947368421
2023-02-22,74.53684210526316
2023-02-23,70.45263157894738
2023-02-24,67.38947368421053
2023-02-25,23.484210526315792
2023-02-26,25.526315789473685
2023-02-27,84.74736842105264
2023-02-28,85.76842105263158
2023-03-01,85.76842105263158
2023-03-02,79.6421052631579
2023-03-03,68.41052631578948
2023-03-04,23.484210526315792
2023-03-05,25.526315789473685
2023-03-06,79.6421052631579
2023-03-07,86.78947368421053
2023-03-08,82.70526315789475
2023-03-09,83.72631578947369
2023-03-10,65.34736842105264
2023-03-11,22.463157894736845
2023-03-12,23.484210526315792
2023-03-13,62.284210526315796
2023-03-14,63.30526315789474
2023-03-15,65.34736842105264
2023-03-16,65.34736842105264
2023-03-17,46.968421052631584
2023-03-18,19.400000000000002
2023-03-19,24.50526315789474
2023-03-20,72.49473684210527
2023-03-21,76.57894736842105
2023-03-22,70.45263157894738
2023-03-23,68.41052631578948
2023-03-24,57.178947368421056
2023-03-25,18.378947368421052
2023-03-26,22.463157894736845
2023-03-27,65.34736842105264
2023-03-28,70.45263157894738
2023-03-29,68.41052631578948
2023-03-30,69.43157894736842
2023-03-31,51.05263157894737
2023-04-01,18.378947368421052
2023-04-02,21.442105263157895
2023-04-03,62.284210526315796
2023-04-04,62.284210526315796
2023-04-05,59.22105263157895
2023-04-06,58.2
2023-04-07,29.610526315789475
2023-04-08,19.400000000000002
2023-04-09,20.42105263157895
2023-04-10,56.15789473684211
2023-04-11,73.51578947368421
2023-04-12,63.30526315789474
2023-04-13,59.22105263157895
2023-04-14,52.07368421052632
2023-04-15,18.378947368421052
2023-04-16,21.442105263157895
2023-04-17,69.43157894736842
2023-04-18,66.36842105263159
2023-04-19,67.38947368421053
2023-04-20,67.38947368421053
2023-04-21,52.07368421052632
2023-04-22,20.42105263157895
2023-04-23,22.463157894736845
2023-04-24,70.45263157894738
2023-04-25,67.38947368421053
2023-04-26,65.32182214723674
2023-04-27,69.20325912513889
2023-04-28,49.846767622731576
2023-04-29,20.326850746882847
2023-04-30,26.608839142422124
2023-05-01,70.17361836961442
2023-05-02,68.69273280934942
2023-05-03,68.23289988066335
2023-05-04,68.69273280934942
2023-05-05,60.010192996173004
2023-05-06,23.237928480309456
2023-05-07,27.57919838689766
2023-05-08,68.23289988066335
2023-05-09,60.47002592485906
2023-05-10,60.010192996173004
2023-05-11,55.15839677379532
2023-05-12,46.93568988930497
2023-05-13,17.41577301345624
2023-05-14,18.386132257931774
2023-05-15,56.12875601827086
2023-05-16,57.099115262746395
2023-05-17,51.27695979589318
2023-05-18,49.846767622731576
2023-05-19,43.564779227192304
2023-05-20,18.386132257931774
2023-05-21,21.29720999135838
2023-05-22,49.33624130694211
2023-05-23,45.965330644829436
2023-05-24,45.965330644829436
2023-05-25,43.05425291140283
2023-05-26,32.188305008024365
2023-05-27,18.393317147442495
2023-05-28,17.473651290070368
2023-05-29,22.071980576930994
2023-05-30,45.06362701123411
2023-05-31,43.22429529648986
2023-06-01,41.38496358174561
2023-06-02,35.86696843751286
2023-06-03,22.071980576930994
2023-06-04,19.31298300481462
2023-06-05,36.78663429488499
2023-06-06,35.86696843751286
2023-06-07,34.947302580140736
2023-06-08,34.02763672276861
2023-06-09,28.509641578535867
2023-06-10,17.473651290070368
2023-06-11,20.232648862186743
2023-06-12,33.10797086539649
2023-06-13,33.10797086539649
2023-06-14,31.26863915065224
2023-06-15,27.58997572116374
2023-06-16,22.991646434303117
2023-06-17,14.714653717953995
2023-06-18,16.553985432698244
2023-06-19,24.830978149047368
2023-06-20,29.42930743590799
2023-06-21,29.42930743590799
2023-06-22,23.91131229167524
2023-06-23,23.91131229167524
2023-06-24,17.473651290070368
2023-06-25,17.473651290070368
2023-06-26,29.42930743590799
2023-06-27,26.670309863791616
2023-06-28,28.509641578535867
2023-06-29,26.670309863791616
2023-06-30,19.31298300481462
2023-07-01,15.63431957532612
2023-07-02,17.473651290070368
2023-07-03,22.071980576930994
2023-07-04,17.473651290070368
2023-07-05,24.830978149047368
2023-07-06,27.58997572116374
2023-07-07,22.071980576930994
2023-07-08,17.473651290070368
2023-07-09,20.232648862186743
2023-07-10,31.26863915065224
2023-07-11,28.509641578535867
2023-07-12,29.42930743590799
2023-07-13,25.750644006419492
2023-07-14,22.991646434303117
2023-07-15,16.553985432698244
2023-07-16,18.393317147442495
2023-07-17,25.750644006419492
2023-07-18,26.670309863791616
2023-07-19,26.670309863791616
2023-07-20,24.830978149047368
2023-07-21,21.152314719558866
2023-07-22,17.473651290070368
2023-07-23,17.473651290070368
2023-07-24,25.750644006419492
2023-07-25,26.670309863791616
2023-07-26,25.750644006419492
2023-07-27,26.670309863791616
2023-07-28,21.152314719558866
2023-07-29,16.553985432698244
2023-07-30,17.473651290070368
2023-07-31,24.830978149047368
2023-08-01,30.348973293280114
2023-08-02,25.750644006419492
2023-08-03,27.58997572116374
2023-08-04,24.830978149047368
2023-08-05,16.553985432698244
2023-08-06,20.232648862186743
2023-08-07,33.10797086539649
2023-08-08,35.86696843751286
2023-08-09,36.78663429488499
2023-08-10,37.706300152257114
2023-08-11,39.54563186700136
2023-08-12,21.152314719558866
2023-08-13,25.750644006419492
2023-08-14,48.742290440722606
2023-08-15,52.42095387021111
2023-08-16,55.17995144232748
2023-08-17,60.69794658656023
2023-08-18,57.01928315707173
2023-08-19,23.91131229167524
2023-08-20,25.750644006419492
2023-08-21,67.1356075881651
2023-08-22,75.41260030451423
2023-08-23,78.1715978766306
2023-08-24,76.33226616188635
2023-08-25,70.8142710176536
2023-08-26,24.830978149047368
2023-08-27,27.58997572116374
2023-08-28,74.4929344471421
2023-08-29,79.09126373400272
2023-08-30,77.25193201925848
2023-08-31,77.25193201925848
2023-09-01,64.37661001604873
2023-09-02,19.31298300481462
2023-09-03,21.152314719558866
2023-09-04,30.348973293280114
2023-09-05,79.09126373400272
2023-09-06,84.60925887823547
2023-09-07,84.60925887823547
2023-09-08,80.01092959137485
2023-09-09,26.670309863791616
2023-09-10,29.42930743590799
2023-09-11,91.04691987984035
2023-09-12,91.96658573721247
2023-09-13,89.2075881650961
2023-09-14,91.96658573721247
2023-09-15,79.09126373400272
2023-09-16,23.91131229167524
2023-09-17,33.10797086539649
2023-09-18,87.36825645035185
2023-09-19,90.12725402246822
2023-09-20,89.2075881650961
2023-09-21,91.04691987984035
2023-09-22,76.33226616188635
2023-09-23,22.991646434303117
2023-09-24,29.42930743590799
2023-09-25,77.25193201925848
2023-09-26,86.44859059297973
2023-09-27,83.68959302086334
2023-09-28,84.60925887823547
2023-09-29,75.41260030451423
2023-09-30,23.91131229167524
2023-10-01,30.348973293280114
2023-10-02,82.76992716349122
2023-10-03,87.36825645035185
2023-10-04,85.5289247356076
2023-10-05,80.93059544874697
2023-10-06,73.57326858976998
2023-10-07,26.670309863791616
2023-10-08,24.830978149047368
2023-10-09,62.53727830130448
2023-10-10,81.8502613061191
2023-10-11,79.09126373400272
2023-10-12,72.65360273239786
2023-10-13,58.85861487181598
2023-10-14,22.071980576930994
2023-10-15,26.670309863791616
2023-10-16,72.65360273239786
2023-10-17,79.09126373400272
2023-10-18,80.01092959137485
2023-10-19,78.1715978766306
2023-10-20,62.53727830130448
2023-10-21,22.071980576930994
2023-10-22,24.830978149047368
2023-10-23,74.4929344471421
2023-10-24,79.09126373400272
2023-10-25,79.09126373400272
2023-10-26,73.57326858976998
2023-10-27,61.61761244393235
2023-10-28,19.31298300481462
2023-10-29,22.991646434303117
2023-10-30,68.05527344553722
2023-10-31,59.778280729188104
2023-11-01,68.97493930290935
2023-11-02,72.65360273239786
2023-11-03,65.29627587342085
2023-11-04,22.071980576930994
2023-11-05,23.91131229167524
2023-11-06,73.57326858976998
2023-11-07,70.8142710176536
2023-11-08,72.65360273239786
2023-11-09,68.05527344553722
2023-11-10,45.983292868606235
2023-11-11,19.31298300481462
2023-11-12,21.152314719558866
2023-11-13,73.57326858976998
2023-11-14,73.57326858976998
2023-11-15,72.65360273239786
2023-11-16,74.4929344471421
2023-11-17,60.69794658656023
2023-11-18,19.31298300481462
2023-11-19,19.31298300481462
2023-11-20,45.983292868606235
2023-11-21,38.62596600962924
2023-11-22,20.232648862186743
2023-11-23,12.875322003209746
2023-11-24,12.875322003209746
2023-11-25,15.63431957532612
2023-11-26,21.152314719558866
