Time,albert_pujols
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,1.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,0.0
2022-01-13,0.0
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,0.0
2022-01-19,0.0
2022-01-20,0.0
2022-01-21,0.0
2022-01-22,1.0
2022-01-23,0.0
2022-01-24,0.0
2022-01-25,0.0
2022-01-26,1.0
2022-01-27,1.0
2022-01-28,0.0
2022-01-29,0.0
2022-01-30,1.0
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,1.0
2022-02-03,1.0
2022-02-04,1.0
2022-02-05,1.0
2022-02-06,0.0
2022-02-07,0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-10,0.0
2022-02-11,0.0
2022-02-12,0.0
2022-02-13,0.0
2022-02-14,0.0
2022-02-15,0.0
2022-02-16,1.0
2022-02-17,0.0
2022-02-18,0.0
2022-02-19,0.0
2022-02-20,0.0
2022-02-21,0.0
2022-02-22,0.0
2022-02-23,0.0
2022-02-24,0.0
2022-02-25,0.0
2022-02-26,0.0
2022-02-27,1.0
2022-02-28,0.0
2022-03-01,0.0
2022-03-02,0.0
2022-03-03,0.0
2022-03-04,0.0
2022-03-05,0.0
2022-03-06,0.0
2022-03-07,0.0
2022-03-08,0.0
2022-03-09,0.0
2022-03-10,0.0
2022-03-11,2.0
2022-03-12,2.0
2022-03-13,2.0
2022-03-14,2.0
2022-03-15,1.0
2022-03-16,1.0
2022-03-17,2.0
2022-03-18,2.0
2022-03-19,2.0
2022-03-20,2.0
2022-03-21,1.0
2022-03-22,2.0
2022-03-23,1.0
2022-03-24,1.0
2022-03-25,1.0
2022-03-26,1.0
2022-03-27,2.0
2022-03-28,25.0
2022-03-29,11.0
2022-03-30,5.0
2022-03-31,3.0
2022-04-01,2.0
2022-04-02,2.0
2022-04-03,1.0
2022-04-04,5.0
2022-04-05,13.0
2022-04-06,7.0
2022-04-07,8.0
2022-04-08,6.0
2022-04-09,4.0
2022-04-10,3.0
2022-04-11,1.0
2022-04-12,1.0
2022-04-13,9.0
2022-04-14,3.0
2022-04-15,3.0
2022-04-16,3.0
2022-04-17,6.0
2022-04-18,3.0
2022-04-19,2.0
2022-04-20,4.0
2022-04-21,3.0
2022-04-22,2.0
2022-04-23,4.0
2022-04-24,3.0
2022-04-25,2.0
2022-04-26,2.0
2022-04-27,2.0
2022-04-28,1.0
2022-04-29,1.0
2022-04-30,2.0
2022-05-01,2.0
2022-05-02,1.0
2022-05-03,1.0
2022-05-04,1.0
2022-05-05,1.0
2022-05-06,1.0
2022-05-07,1.0
2022-05-08,2.0
2022-05-09,1.0
2022-05-10,1.0
2022-05-11,1.0
2022-05-12,1.0
2022-05-13,1.0
2022-05-14,1.0
2022-05-15,2.0
2022-05-16,15.0
2022-05-17,4.0
2022-05-18,2.0
2022-05-19,4.0
2022-05-20,2.0
2022-05-21,2.0
2022-05-22,6.0
2022-05-23,4.0
2022-05-24,1.0
2022-05-25,1.0
2022-05-26,1.0
2022-05-27,2.0
2022-05-28,2.0
2022-05-29,1.0
2022-05-30,1.0
2022-05-31,1.0
2022-06-01,2.0
2022-06-02,1.0
2022-06-03,1.0
2022-06-04,2.0
2022-06-05,3.0
2022-06-06,2.0
2022-06-07,1.0
2022-06-08,2.0
2022-06-09,2.0
2022-06-10,1.0
2022-06-11,1.0
2022-06-12,2.0
2022-06-13,1.0
2022-06-14,1.0
2022-06-15,1.0
2022-06-16,1.0
2022-06-17,1.0
2022-06-18,1.0
2022-06-19,3.0
2022-06-20,1.0
2022-06-21,1.0
2022-06-22,1.0
2022-06-23,1.0
2022-06-24,1.0
2022-06-25,1.0
2022-06-26,1.0
2022-06-27,1.0
2022-06-28,1.0
2022-06-29,1.0
2022-06-30,1.0
2022-07-01,1.0
2022-07-02,2.0
2022-07-03,1.0
2022-07-04,1.0
2022-07-05,1.0
2022-07-06,1.0
2022-07-07,3.0
2022-07-08,3.0
2022-07-09,3.0
2022-07-10,4.0
2022-07-11,3.0
2022-07-12,5.0
2022-07-13,7.0
2022-07-14,3.0
2022-07-15,3.0
2022-07-16,3.0
2022-07-17,2.0
2022-07-18,6.0
2022-07-19,54.0
2022-07-20,7.0
2022-07-21,5.0
2022-07-22,1.0
2022-07-23,2.0
2022-07-24,2.0
2022-07-25,1.0
2022-07-26,1.0
2022-07-27,2.0
2022-07-28,4.0
2022-07-29,2.0
2022-07-30,1.0
2022-07-31,1.0
2022-08-01,1.0
2022-08-02,1.0
2022-08-03,1.0
2022-08-04,1.0
2022-08-05,1.0
2022-08-06,2.0
2022-08-07,2.0
2022-08-08,1.0
2022-08-09,1.0
2022-08-10,1.0
2022-08-11,4.0
2022-08-12,1.0
2022-08-13,1.0
2022-08-14,8.0
2022-08-15,10.0
2022-08-16,3.0
2022-08-17,2.0
2022-08-18,7.0
2022-08-19,8.0
2022-08-20,4.0
2022-08-21,23.0
2022-08-22,8.0
2022-08-23,19.0
2022-08-24,10.0
2022-08-25,6.0
2022-08-26,5.0
2022-08-27,8.0
2022-08-28,6.0
2022-08-29,7.0
2022-08-30,15.0
2022-08-31,7.0
2022-09-01,5.0
2022-09-02,4.0
2022-09-03,4.5
2022-09-04,10.5
2022-09-05,12.0
2022-09-06,5.5
2022-09-07,4.0
2022-09-08,4.0
2022-09-09,3.0
2022-09-10,4.0
2022-09-11,19.5
2022-09-12,11.0
2022-09-13,7.0
2022-09-14,8.0
2022-09-15,10.0
2022-09-16,6.0
2022-09-17,24.5
2022-09-18,10.5
2022-09-19,6.0
2022-09-20,7.0
2022-09-21,12.0
2022-09-22,11.0
2022-09-23,11.0
2022-09-24,100.0
2022-09-25,20.5
2022-09-26,8.5
2022-09-27,6.0
2022-09-28,7.0
2022-09-29,5.0
2022-09-30,3.0
2022-10-01,10.0
2022-10-02,12.0
2022-10-03,8.0
2022-10-04,13.0
2022-10-05,8.0
2022-10-06,5.0
2022-10-07,7.0
2022-10-08,3.0
2022-10-09,12.0
2022-10-10,3.0
2022-10-11,2.0
2022-10-12,2.0
2022-10-13,2.0
2022-10-14,2.0
2022-10-15,2.0
2022-10-16,1.0
2022-10-17,1.0
2022-10-18,1.0
2022-10-19,1.0
2022-10-20,1.0
2022-10-21,1.0
2022-10-22,1.0
2022-10-23,1.0
2022-10-24,1.0
2022-10-25,1.0
2022-10-26,1.0
2022-10-27,1.0
2022-10-28,1.0
2022-10-29,1.0
2022-10-30,2.0
2022-10-31,1.0
2022-11-01,1.0
2022-11-02,1.0
2022-11-03,1.0
2022-11-04,1.0
2022-11-05,1.0
2022-11-06,1.0
2022-11-07,1.0
2022-11-08,0.0
2022-11-09,1.0
2022-11-10,1.0
2022-11-11,1.0
2022-11-12,0.0
2022-11-13,1.0
2022-11-14,0.0
2022-11-15,1.0
2022-11-16,0.0
2022-11-17,1.0
2022-11-18,1.0
2022-11-19,1.0
2022-11-20,1.0
2022-11-21,0.0
2022-11-22,1.0
2022-11-23,1.0
2022-11-24,1.0
2022-11-25,1.0
2022-11-26,0.0
2022-11-27,0.0
2022-11-28,1.0
2022-11-29,1.0
2022-11-30,0.0
2022-12-01,0.0
2022-12-02,0.0
2022-12-03,0.0
2022-12-04,0.0
2022-12-05,0.0
2022-12-06,1.0
2022-12-07,1.0
2022-12-08,1.0
2022-12-09,1.0
2022-12-10,1.0
2022-12-11,1.0
2022-12-12,1.0
2022-12-13,0.0
2022-12-14,1.0
2022-12-15,0.0
2022-12-16,0.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,0.0
2022-12-20,0.0
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,1.0
2022-12-26,1.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,0.0
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-07,0.0
2023-01-08,0.0
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-14,0.0
2023-01-15,1.0
2023-01-16,1.0
2023-01-17,0.0
2023-01-18,0.0
2023-01-19,0.0
2023-01-20,0.0
2023-01-21,0.0
2023-01-22,0.0
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-26,0.0
2023-01-27,0.0
2023-01-28,1.0
2023-01-29,1.0
2023-01-30,0.0
2023-01-31,0.0
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-04,0.0
2023-02-05,1.0
2023-02-06,0.0
2023-02-07,1.0
2023-02-08,1.0
2023-02-09,1.0
2023-02-10,1.0
2023-02-11,1.0
2023-02-12,1.0
2023-02-13,1.0
2023-02-14,0.0
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-18,4.0
2023-02-19,1.0
2023-02-20,1.0
2023-02-21,1.0
2023-02-22,0.0
2023-02-23,1.0
2023-02-24,1.0
2023-02-25,1.0
2023-02-26,1.0
2023-02-27,0.0
2023-02-28,0.0
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-04,1.0
2023-03-05,0.0
2023-03-06,1.0
2023-03-07,1.0
2023-03-08,0.0
2023-03-09,1.0
2023-03-10,1.0
2023-03-11,1.0
2023-03-12,1.0
2023-03-13,1.0
2023-03-14,0.0
2023-03-15,0.0
2023-03-16,0.0
2023-03-17,0.0
2023-03-18,1.0
2023-03-19,0.0
2023-03-20,0.0
2023-03-21,1.0
2023-03-22,1.0
2023-03-23,0.0
2023-03-24,0.0
2023-03-25,0.0
2023-03-26,1.0
2023-03-27,1.0
2023-03-28,0.0
2023-03-29,1.0
2023-03-30,1.0
2023-03-31,1.0
2023-04-01,1.0
2023-04-02,1.0
2023-04-03,0.0
2023-04-04,1.0
2023-04-05,0.0
2023-04-06,1.0
2023-04-07,0.0
2023-04-08,0.0
2023-04-09,1.0
2023-04-10,1.0
2023-04-11,0.0
2023-04-12,0.0
2023-04-13,0.0
2023-04-14,0.0
2023-04-15,1.0
2023-04-16,0.0
2023-04-17,0.0
2023-04-18,0.0
2023-04-19,0.0
2023-04-20,0.0
2023-04-21,0.0
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,0.0
2023-04-25,0.0
2023-04-26,0.2571428571428571
2023-04-27,0.2857142857142857
2023-04-28,0.2714285714285714
2023-04-29,0.9857142857142858
2023-04-30,1.0142857142857142
2023-05-01,0.35714285714285715
2023-05-02,0.2857142857142857
2023-05-03,1.3571428571428572
2023-05-04,1.0285714285714285
2023-05-05,0.34285714285714286
2023-05-06,0.9714285714285714
2023-05-07,0.9571428571428571
2023-05-08,0.37142857142857144
2023-05-09,0.39999999999999997
2023-05-10,0.2714285714285714
2023-05-11,1.0428571428571427
2023-05-12,0.35714285714285715
2023-05-13,0.35714285714285715
2023-05-14,0.9285714285714286
2023-05-15,0.37142857142857144
2023-05-16,1.0428571428571427
2023-05-17,0.34285714285714286
2023-05-18,0.2571428571428571
2023-05-19,0.9571428571428571
2023-05-20,0.35714285714285715
2023-05-21,1.0857142857142859
2023-05-22,0.3
2023-05-23,0.3857142857142857
2023-05-24,0.32857142857142857
2023-05-25,0.39999999999999997
2023-05-26,0.5714285714285714
2023-05-27,1.0
2023-05-28,0.8285714285714285
2023-05-29,0.9714285714285714
2023-05-30,0.6857142857142857
2023-05-31,1.0
2023-06-01,0.6857142857142857
2023-06-02,0.8285714285714285
2023-06-03,1.1142857142857143
2023-06-04,1.8857142857142857
2023-06-05,1.3142857142857143
2023-06-06,1.5714285714285714
2023-06-07,0.7714285714285714
2023-06-08,1.0571428571428572
2023-06-09,0.7714285714285714
2023-06-10,1.1142857142857143
2023-06-11,1.0285714285714285
2023-06-12,1.0
2023-06-13,0.8285714285714285
2023-06-14,1.2285714285714284
2023-06-15,0.6857142857142857
2023-06-16,0.7714285714285714
2023-06-17,0.7714285714285714
2023-06-18,0.7714285714285714
2023-06-19,0.9428571428571428
2023-06-20,0.7428571428571429
2023-06-21,0.7714285714285714
2023-06-22,0.7714285714285714
2023-06-23,0.7428571428571429
2023-06-24,1.4285714285714286
2023-06-25,1.0571428571428572
2023-06-26,0.5142857142857142
2023-06-27,0.9142857142857143
2023-06-28,1.2285714285714284
2023-06-29,0.7714285714285714
2023-06-30,1.3142857142857143
2023-07-01,1.0857142857142856
2023-07-02,0.9714285714285714
2023-07-03,0.8571428571428571
2023-07-04,1.0571428571428572
2023-07-05,0.6
2023-07-06,0.6
2023-07-07,1.1142857142857143
2023-07-08,0.6857142857142857
2023-07-09,1.0571428571428572
2023-07-10,1.1714285714285715
2023-07-11,1.3428571428571427
2023-07-12,1.0571428571428572
2023-07-13,0.9142857142857143
2023-07-14,0.7999999999999999
2023-07-15,0.7428571428571429
2023-07-16,1.3428571428571427
2023-07-17,1.0285714285714285
2023-07-18,0.6857142857142857
2023-07-19,0.7142857142857143
2023-07-20,0.6571428571428571
2023-07-21,0.39999999999999997
2023-07-22,1.3428571428571427
2023-07-23,0.7142857142857143
2023-07-24,0.7142857142857143
2023-07-25,1.0285714285714285
2023-07-26,0.8571428571428571
2023-07-27,1.1714285714285715
2023-07-28,0.7142857142857143
2023-07-29,0.8571428571428571
2023-07-30,0.8285714285714285
2023-07-31,0.9714285714285714
2023-08-01,0.6
2023-08-02,0.42857142857142855
2023-08-03,0.6
2023-08-04,0.9428571428571428
2023-08-05,2.857142857142857
2023-08-06,1.0857142857142856
2023-08-07,0.6571428571428571
2023-08-08,0.6285714285714286
2023-08-09,0.6857142857142857
2023-08-10,0.6571428571428571
2023-08-11,1.0571428571428572
2023-08-12,1.2857142857142856
2023-08-13,1.1714285714285715
2023-08-14,1.0857142857142856
2023-08-15,0.9714285714285714
2023-08-16,1.2857142857142856
2023-08-17,0.8571428571428571
2023-08-18,1.1714285714285715
2023-08-19,1.4
2023-08-20,1.3714285714285714
2023-08-21,1.0857142857142856
2023-08-22,1.2857142857142856
2023-08-23,1.3428571428571427
2023-08-24,1.0
2023-08-25,0.9142857142857143
2023-08-26,2.4857142857142858
2023-08-27,1.4857142857142858
2023-08-28,1.0285714285714285
2023-08-29,1.7428571428571429
2023-08-30,1.0285714285714285
2023-08-31,0.7999999999999999
2023-09-01,0.6285714285714286
2023-09-02,0.8857142857142857
2023-09-03,2.4
2023-09-04,1.857142857142857
2023-09-05,1.0571428571428572
2023-09-06,1.0
2023-09-07,0.6285714285714286
2023-09-08,0.6
2023-09-09,0.5428571428571428
2023-09-10,0.4857142857142857
2023-09-11,0.5428571428571428
2023-09-12,0.5714285714285714
2023-09-13,0.6571428571428571
2023-09-14,0.6
2023-09-15,0.6857142857142857
2023-09-16,0.7142857142857143
2023-09-17,0.6
2023-09-18,0.4857142857142857
2023-09-19,1.0857142857142856
2023-09-20,0.9714285714285714
2023-09-21,0.6571428571428571
2023-09-22,0.8285714285714285
2023-09-23,1.0857142857142856
2023-09-24,0.9142857142857143
2023-09-25,1.0285714285714285
2023-09-26,0.4857142857142857
2023-09-27,1.0285714285714285
2023-09-28,0.7428571428571429
2023-09-29,0.5142857142857142
2023-09-30,0.4857142857142857
2023-10-01,0.8857142857142857
2023-10-02,1.0571428571428572
2023-10-03,0.7428571428571429
2023-10-04,0.5714285714285714
2023-10-05,0.45714285714285713
2023-10-06,0.6857142857142857
2023-10-07,0.5428571428571428
2023-10-08,0.5142857142857142
2023-10-09,0.6857142857142857
2023-10-10,0.4857142857142857
2023-10-11,0.5142857142857142
2023-10-12,0.6571428571428571
2023-10-13,0.45714285714285713
2023-10-14,0.6857142857142857
2023-10-15,0.6571428571428571
2023-10-16,0.34285714285714286
2023-10-17,1.2857142857142856
2023-10-18,1.3142857142857143
2023-10-19,0.6571428571428571
2023-10-20,0.42857142857142855
2023-10-21,1.0285714285714285
2023-10-22,0.5714285714285714
2023-10-23,0.8285714285714285
2023-10-24,0.6857142857142857
2023-10-25,0.7142857142857143
2023-10-26,0.37142857142857144
2023-10-27,0.39999999999999997
2023-10-28,0.45714285714285713
2023-10-29,0.39999999999999997
2023-10-30,0.2571428571428571
2023-10-31,0.9428571428571428
2023-11-01,0.5428571428571428
2023-11-02,0.5714285714285714
2023-11-03,0.34285714285714286
2023-11-04,0.42857142857142855
2023-11-05,0.8285714285714285
2023-11-06,0.37142857142857144
2023-11-07,0.3142857142857143
2023-11-08,0.4857142857142857
2023-11-09,0.34285714285714286
2023-11-10,0.37142857142857144
2023-11-11,0.5142857142857142
2023-11-12,0.0
2023-11-13,0.2857142857142857
2023-11-14,0.0
2023-11-15,0.3142857142857143
2023-11-16,0.42857142857142855
2023-11-17,0.3142857142857143
2023-11-18,0.39999999999999997
2023-11-19,0.37142857142857144
2023-11-20,0.34285714285714286
2023-11-21,0.0
2023-11-22,0.37142857142857144
2023-11-23,0.6
2023-11-24,0.5142857142857142
2023-11-25,0.6
2023-11-26,0.39999999999999997
2023-11-27,0.0
2023-11-28,0.37142857142857144
2023-11-29,0.42857142857142855
2023-11-30,0.34285714285714286
2023-12-01,0.42857142857142855
2023-12-02,0.42857142857142855
2023-12-03,0.5142857142857142
2023-12-04,0.42857142857142855
2023-12-05,0.34285714285714286
2023-12-06,0.0
2023-12-07,0.39999999999999997
2023-12-08,0.7142857142857143
2023-12-09,0.8857142857142857
2023-12-10,0.6571428571428571
2023-12-11,0.6
2023-12-12,0.5142857142857142
2023-12-13,0.42857142857142855
2023-12-14,0.4857142857142857
2023-12-15,0.3142857142857143
